"row ID","educationInfoForAgeGroupEstimation","workInfoForAgeGroupEstimation","gender","realAge","ageGroup","relationship","educationLevel","occupation","income"
"f45dce8435cbc54532d31f2418dcb22e","University of Nebraska-Lincoln January 2015 to 2017 � Marketing � Advertising � French � Lincoln, Nebraska SMK Damansara Jaya Class of 2012",,"male",,"","","undergraduate","",
"1ba00e15f37f9f02f7ee8bfe60b849ef",,,"female",,"","","","",
"78aec4d8b500c2fd23e4a1655da5db7c",,,"male",,"","","","",""
"52bc1675ad1db66a69cbd2e1864cca38",,"Ologie Director, Digital Strategy � May 2014 to present � Columbus, Ohio Express Social Media &amp; Mobile Marketing Manager � September 2011 to May 2014 JPMorgan Chase Marketing Manager � 2008 to September 2010 � Columbus, Ohio Marketing strategy for Private Bank Cleverley + Associates Creative Strategy Specialist � 2002 to January 2008 � Worthington, Ohio Freelance Film Production","female",,"","","","management",""
"124cbcbca5c9daf0a38cff698ab338a3",,,"female",,"","","","",""
"7359d2ac7be41b600a2d8f82af8f0f86",,"Technological Cinevideo Services Rental Manager � October 2013 to present � New York, New York","female",,"","","","management",""
"fdf5f881eacf02028eea6237661e3308",,,"male",,"","","","",""
"9c7cf9cd227eb6b0f519412b9a954075",,,"male",,"","","","",""
"73bd52762cea8712419f055e92ebf6a1",,"Mic Live News Writer � September 2014 to present � New York, New York THE WEEK Staff writer � February 2014 to June 2014 � New York, New York I help lead a new section.","male",,"","","","arts, design, entertainment, sports, and media",""
"ed2fdbf5bf25e0de37069d2f4686a2f2",,,"male",,"","","","",""
"8f9f780a9ed6a9edde57e8eadf6b4b6a","Lehman College Bronx, New York",,"male",,"","single","college","",""
"1f5d4b7735acd9f5d17fca3cebe5023c",,,"female",,"","","","",""
"1f72a427a34e5128bba93c8aa2ebd23f",,,"male",,"","","","",""
"4442a8e7aa9ea7d3baf5b79ff8ccff3e",,"The Juilliard School Associate Director, Major Gifts � January 2015 to present � New York, New York","male",,"","married","","management",""
"fa0d1b926e92fb7c00493662ce511b0c",,,"female",,"","","","",""
"bd96808f86b109698df08d5ebdb9797e","Cornell University Class of 1999 � Literature � Ithaca, New York Northwestern University Class of 1996 � Philosophy � Evanston, Illinois Fiorello H. LaGuardia High School Class of 1991 � New York, New York","Univision Director, Social Media Insights and Analytics � 20 May 2013 to present � New York, New York Lionel, LLC Social Media Strategy Consultant � January 2013 to May 2013 � New York, New York Provided digital marketing consulting services including creative content strategy, social media channel planning, analytics and accountability, and technology consulting. Ketchum Inc. Director � August 2010 to July 2011 Sizmek Manager � July 2008 to August 2010 GroupM Manager � August 2006 to July 2008 Porter Novelli Manager � June 2001 to August 2006 � New York, New York New York State Office of the Attorney General Assistant � December 1999 to June 2001","male",,"","","undergraduate","management",""
"d0ff71155499e9f721974c82892fb99b",,,"male",,"","","","",""
"732e3cdc41b2c0bedfa9b486ffbf4554",,,"male",,"","","","",""
"4044210ed3ee1ff83e17923dee58efa9",,"Yodle","male",,"","married","","",""
"8b3d9bc0b0fe5d758c0e7fe0e6c27739",,"Capital District BOCES subsystem Supply Teacher � April 2009 to present Next Step Ministries Cohoes Music Hall Volunteer Cohoes City School District Substitute Teacher","female",,"","","","education, training, and library",""
"f0265825905a2cf71149134beb57ae54",,"Fanatics Network Operations Center Analyst � 11 February 2015 to present � Jacksonville, Florida �Responsible for Wide Area Network/ eCommerce network monitoring using PRTG network monitoring of several thousand network and eCommerce probes. �Monitoring several hundred VM servers for process functionality, high CPU usage. Monitoring SQL Database processes for Blocking, CPU, Data sessions, down service processes. �First responders for all network outages, establishing Bridge Lines, conference calls and formatting stake holder email notifications to include updating management and necessary departments. �Provided daily Operational Change Conference call of prior 24 hr with various IT Managers/departments Fanatics Jr. Systems Administrator/Systems Support Analyst � 7 July 2014 to 11 February 2015 � Jacksonville, Florida Facility Desktop Support Tech � In charge of all hardware installs and moves, imaging and warranty dispatches. End User Support � Troubleshoot and resolve simple to complex PC and software issues. IT Support Lab management. Asset Management � Using Dell KACE K1000 Management Appliance User Account Maintenance - New hire account set up and terminations, utilizing Active Directory, Exchange and Lync. Create Distribution Lists in Exchange. Printer support � Dell, HP and Xerox Support LifeSize video conferencing equipment � Setup and configure equipment for meeting and utilizing BlueJeans conferencing tool. Monitor System and report outages. Setup &amp; maintain CRS access and rights. Monitor remote server�s workflow.","male",,"","","","computer and mathematical",""
"d6b2e66934bc150c08e319659a75913c","SUNY New Paltz New Paltz (village), New York Central Islip Senior High School Central Islip, New York","SUNY New Paltz","male",,"","","school","",""
"dda5f5ecfc9de43a44c11561c75dafaf",,,"male",,"","","","",""
"a9c96cd0eea42ef869eb760ad915621c","Far Eastern University Class of 2014 � BS in Psychology � Manila, Philippines","QSAC Therapy Assistant � January 2015 to present � New York, New York Global-Estate Resorts Inc. Internship � November 2013 to January 2014 � Pasig","female",,"","","undergraduate","office and administrative support",""
"b78da7ec989bc5d2fe6235b222fad0e5",,,"male",,"","","","",""
"7b4b41c6fa6a20ec7f615be4a69505f2","University of Michigan Class of 2014 � Economics � Applied Statistics � Ann Arbor, Michigan Rochester Adams High School Rochester, Michigan","The Ross School of Business Office Assistant � September 2011 to present � Ann Arbor, Michigan Entrepreneur CEO","male",,"","","undergraduate","office and administrative support",""
"5f1f852f6afedfd534b5fe018fc0a2b8",,,"male",,"","","","",""
"fd006d641d06302a822ede2977809b85","Rowan University Glassboro, New Jersey Pfeiffer University Misenheimer, North Carolina St. Benedict&#039;s Prep Newark, New Jersey",,"male",,"","","undergraduate","",""
"7bf8e28dc2084576478b834a570ed3fa",,,"male",,"","","","",""
"bcefedac84fbb5f244659be6aeaab1cc",,,"female",,"","","","",""
"3fb91fc1992469f58ab80c8c2cb5880c","University of Arizona Class of 2011 � Mathematics � Tucson, Arizona New York University 1 August 2007 to December 2007 � Finance � New York, New York",,"female",,"","","undergraduate","",""
"ef70e32e814c4b220e92c82693a32769",,"VaynerMedia Project Manager � June 2013 to present � New York, New York","female",,"","","","management",""
"a7c8408229a82911c198940e1d9d5588",,,"female",,"","","","",""
"3f2a60e3dcd15945729e4c4c84698fad","Queensborough Community College 2002 to 2004 � Art &amp; Photography � Bayside, New York","Manhattan Neighborhood Network Assistant Manager of Production and Facilitation � April 2015 to present � New York, New York","male",,"","","college","management",""
"80c2fc23714b8a4263d08038e501f0eb",,"New York Knicks works the sweat mop � New York, New York","male",,"","","","",""
"9d310b68d7c7f99c9aa5a2b7720a94f7","Polytechnic University of the Philippines Class of 2001 � BSMath (ComPro) � Lopez, Quezon Torres High School Class of 1997 � Los Angeles, California Florentino Torres High School Manila, Philippines","Go Beyond Studios Senior Software Developer � 1 August 2012 to present","male",,"","married","undergraduate","computer and mathematical",""
"d7ce1f93445bd4d30c75c5d8d5ee2e63",,,"female",,"","","","",""
"bcdc6372b99b47b470efe52204ff3008",,"Lily Allen Merch Manager � 2014 to present Alt J Merch Manager � 2013 to present Marina and the Diamonds Merch Manager � 2012 to present","female",,"","single","","management",""
"33e1e62618f01b6057aaf41369dbd594",,,"male",,"","","","",""
"d369b0d5ce616c61c3a63fc8dd471f85","Union High School Class of 1986 � Tulsa, Oklahoma","Spacemonkey Labs, LLC Chief Spacemonkey � 2010 to present � Turin, Italy Code, teach, invent, solve, WIN. Sounday Chief Technology Officer � April 2011 to December 2013 � Turin I code lots, drink coffee, code some more, and bang out some wicked bass lines. Joomla! Open Software Organization","male",,"","","school","food preparation and service related",""
"023c935deca9ff0f55acdd6359ac068d","Philadelphia University Class of 1993 � Apparel Production � Philadelphia, Pennsylvania Fallston High Class of 1988 � Fallston, Maryland","Ralph Lauren Director of Production, Womens Blue Label Wovens � 2012 to present � New York, New York ALEXANDER WANG Director of Production, Apparel � June 2010 to October 2012 � New York, New York Avenue Plus Size Clothing","female",,"","","undergraduate","management",""
"a4dcab7984a274e8344aafbe4e89d3ba",,,"female",,"","","","",""
"44c1b3100ab6696f127f9a50f775c566",,,"male",,"","","","",""
"a1e7260286ffd1e1cbd0bbdb0123fcd6",,"Globant","female",,"","","","",""
"d508848d88f53346bb0919ce6f4b3d61","Brooklyn College Master of Science in Education � M.S. Ed. School Counseling � Brooklyn, New York The City College of New York Class of 2014 � Psychology � New York, New York",,"male",,"","","college","",""
"47674a191c4213a5dba4153fb69ad6e1",,,"male",,"","","","",""
"ca878040f9afb458921e425575d3025d",,"Michael Kors January 2015 to present Morpheus Media September 2013 to December 2014 � New York, New York","female",,"","","","",""
"f8635bc16f877ccc3a9b547290fa873a",,,"female",,"","","","",""
"d2822f16f5297871f1f1b1ba65da9a55",,,"male",,"","","","",""
"0542dbbdf8d820f052828b5981d9ad1c",,,"female",,"","","","",""
"2c98bca75acde873eca60de6a5e38a65",,"Equinox Fitness Trainer � May 2005 to present � New York, New York Kicking your butt :) Equinox Personal Trainer","male",,"","","","personal care and service",""
"227115d94b16b596563c0daceff6ad72",,"RCN TV Trend Analyst � 22 November 2013 to present � Bogot�, Colombia","female",,"","single","","",""
"dab156925dc5ceb5f6d22b4a9fa858c3",,,"male",,"","","","",""
"9ba95d8e7df0a7a8842b3b627d9ed743",,"WQOW News 18 KAWB","male",,"","","","",""
"bf5233d06ccd2c754953713f2d2260cf",,,"male",,"","","","",""
"d7d3a0c60f72de380d16cd2c46d67ec5",,"Bowlmor AMF Event Host � 9 March 2015 to present � Syosset, New York responsible for ensuring that all events clients are extremely satisfied throughout their party, constantly exceeding guest expectations by proactively anticipating their needs, beginning with the set up process prior to the event. responsible for identifying and selling, food, beverage, and experience extension opportunities to be added onto events. Gather all essential event and staffing information prior to event start Communicate with managers, chefs, snack bar, event servers, bartenders and service staff about event timing and any special requests Oversee the setup of all tables/areas and supplies Create a personal connection with the event contact while ensuring that all of his/her guest needs are exceeded Oversee service of food and beverage Assist with programming names, explaining safety precautions, and any other bowling related functions Suggestively sell �extensions� to the pre ordered event party food, beverage, and/or experience package Ensure the ending of the event is a pleasant experience Maintain and clean and organized work area Ensure guests leave eager to return always extending a friendly farewell certified in the AMF specified alcohol service program TIPS Panera Bread Cafe/Catering Coordinator � March 2014 to present � Lawrence, New York Sales and production of catering orders Deliver and set up catering orders to local businesses for breakfast and lunch Assist with sandwich/salad prep to fulfill catering orders Work with catering guests in person and over the phone Primary contact for all catering at bakery-caf� Communicate effectively with customers and team members to ensure the safety of individuals and customer needs Provide above average customer service and product to local businesses, schools and community organizations. Promote, prepare, and provide pleasant and responsive catering experiences. Builds and maintains steady base of contacts and customers by calling on local businesses and organizations; encouraging them to engage catering services for their social and business events. Estimate cost and amounts of ingredients; minimizing waste; placing orders with suppliers; scheduling delivery of fresh food and beverages; receiving and checking the content of deliveries; evaluating the quality of salads, sandwiches, soups and baked goods. Prepare sandwiches, salads, soups and baked goods in a safe, secure, legal, and healthy work environment by establishing, following, and enforcing sanitation and quality of food preparation and service standards and procedures; conforming to regulations. Comply with sanitation and legal regulations of the catering kitchen and remote kitchens. Identify current and future customer service requirements by establishing rapport with potential and actual customers and other persons in a position to understand service requirements. Maintain customer satisfaction by investigating and resolving complaints about food quality and/or service. Accomplish catering services goals by accepting ownership. New York Mets Fan Photographer � March 2014 to June 2014 � Flushing, New York Irvin Simon Photographers Photographer � September 2013 to March 2014 � Elmont, New York","female",,"","","","computer and mathematical",""
"24ad5cb94f8a176d3499418b578aa14e",,,"male",,"","","","",""
"3b11f532c7f88ca2b6609f882c412c28",,"Cooper�Hewitt, National Design Museum Cross-Platform Publishing Fellow","female",,"","","","education, training, and library",""
"5c44d9b8c502768c64fe2164406c8546",,,"female",,"","","","",""
"f7a51fdcb34c809833ea37be2200ba46",,,"male",,"","","","",""
"68b30e39c82418003a9ee604d44f878a",,,"male",,"","","","",""
"5e4a6068ab2dbb4a34d80ee5acb7b09b",,,"female",,"","","","",""
"a9752d3caed933aaf0ac754dbe94a14b",,,"male",,"","","","",""
"e31275c357edaae3782cd0e4a30479b5",,,"female",,"","","","",""
"16fd0eabf49592f5c61897b882caed60",,"Cond� Nast Digital Account Manager � April 2014 to present � New York, New York &#064;BonAppetit + &#064;Epicurious","female",,"","","","management",""
"f62b0f1bd156554e6eacfe45c5358959",,,"male",,"","","","",""
"a2fd8f81fc24b80b52a5b4fe3fa9dbc4",,,"female",,"","","","",""
"0790ad1d18f1cdcd84d6f2b9064c6c34",,,"male",,"","","","",""
"e4da077566c09044018b584b08696a84",,,"male",,"","","","",""
"2ee183a98abd0c3bb1c8c706e8925627",,"Blue Spark Consulting, LLC Business Owner � 1 August 2014 to present � Delhi, New York Business Management, Operational &amp; Marketing consulting for small companies and creative individuals. We also offer merchandise and product development services (because it&#039;s super fun!) The Work Room April 2008 to July 2014 � Brooklyn, New York Fabrication/Design &amp; Business Management.","female",,"","","","management",""
"f0cdfc0aaf0ecb73d1b072f8a103494c",,,"female",,"","","","",""
"67421c228249588c94ffac1de97a0279","James Madison University Class of 1994 � English � Harrisonburg, Virginia Our Lady of Good Counsel High School Class of 1990 � Olney, Maryland","TuneCore Sr. Director or Artist Promotion and Strategic Partnerships � Brooklyn, New York","male",,"","","undergraduate","arts, design, entertainment, sports, and media",""
"7a0f855500f31328fec56713d50e2551","Southern Connecticut State University Class of 2009 � Communications � New Haven, Connecticut Mamaroneck High School Class of 2005 � Mamaroneck, New York","iHeartMedia Inc. National Programming Platform - Sponsorship Manager � May 2012 to present � New York City iHeartRadio, Z100, Power 105.1, KTU, Q104.3 &amp; 106.7 Lite FM Reader&#039;s Digest Association Digital Sales Associate � 18 July 2011 to February 2012 � New York, New York Haven Home Media &amp; Reader&#039;s Digest Rodale, Inc. Online Sales Planner � January 2011 to July 2011 � New York, New York Prevention Magazine Clear Channel Radio Promotions Assistant � May 2008 to 2011 � New York, New York","female",,"","","undergraduate","management",""
"74513244fa5c8feb1b7dad69e5965ade",,,"male",,"","","","",""
"7fbe2d42db6e82b5a87960755a6b37fd","Michigan State University Advertising � East Lansing, Michigan Northville High School Class of 2005 � Northville, Michigan","Team Detroit Social Strategist � August 2014 to present � Dearborn, Michigan Geometry Global Social Media Manager � May 2013 to April 2014 � New York, New York COVERGIRL 1000Heads Senior Community Executive � April 2011 to April 2013 � New York, New York","female",,"","","undergraduate","management",""
"f45fd17194f22c75cfa9ac9f49e0bdbb",,,"male",,"","","","",""
"a7e49878f1b70354c35380976eca216c",,,"male",,"","","","",""
"911ceed16212a6366c01e84b3d611b3a",,"USAirways Group Inc. 1994 to 1999 The Tuscaloosa News Customer Service � 1994 to 1996 Department of Transportation Office Automation Clerk � 1992 to 1996","male",,"","","","office and administrative support",""
"f82ec5cb526059fb0c520294cfb9f350",,"MEC","male",,"","","","",""
"49db5d7da342b7afa8f8590c2f8ef8e0","University of North Texas Denton, Texas East Anchorage High School","Transportation Alternatives Manager, Membership &amp; Development � 2014 to present � New York, New York Professional commuter Active Transportation Alliance Events Registration Manager � November 2010 to October 2014 � Chicago, Illinois Signing you up for great bike rides and events furthering our mission - and writing you lots of emails and tweets about it.","male",,"","","undergraduate","management",""
"f14671ed39a9f8ba0098ca3bb7721a4b","Cathay Pacific Training School Class of 2011 � Cabin Crew � Hong Kong SMK Telkom Sandhy Putra 2 Makassar Class of 2005 � Makassar","Cathay Pacific Airways Flight Attendant / Pramugara � July 2011 to present � Hong Kong Service straight from the Heart Mandarin Oriental Front Desk Agent � April 2010 to July 2011 � Jakarta, Indonesia Legendary Quality Experience Kempinski Junior Concierge � April 2008 to April 2010 � Jakarta, Indonesia Leading Quality Assurance","male",,"","","school","transportation and material moving",""
"ddc56c95e352bff9033a30b4c6becd46",,,"female",,"","","","",""
"d5714bf8d85ad08c204f0c73032f230a",,"Executive Affiliates","female",,"","","","",""
"6d2a7a0c6f0781e8c1609218674f55a8","Columbia University Class of 2015 � Sociocultural Anthropology � New York, New York Phillips Exeter Academy Class of 2011 � Exeter, New Hampshire","Reckless Abandon Co-Founder � 2013 to present � New York, New York I AM Music Editor � 2013 to present Translation Cultural Experiences Intern � June 2014 to August 2014 � New York, New York Agoraphone Music Direction Intern � September 2013 to December 2013 � Brooklyn, New York Goodby Silverstein &amp; Partners Account Management Intern � May 2013 to August 2013 � New York, New York iHipHop Distribution Intern � January 2012 to May 2013 Babygrande Records Intern � January 2012 to May 2013 Prep for Prep","male",,"","","undergraduate","arts, design, entertainment, sports, and media",""
"0966e54ab630ae1b61492361d91583b9",,"Children&#039;s Museum of Houston LeadBox Office Associate � January 2015 to present � Houston, Texas Children&#039;s Museum of Houston Box Office Associate � December 2014 to January 2015 � Houston, Texas","female",,"","","","education, training, and library",""
"4cacdd53bafaf83b5aecdba9233a47e8","Queens University of Charlotte Class of 2006 � Business Administration � Charlotte, North Carolina Warner Robins High School Class of 2002 � Warner Robins, Georgia","DXagency Account Director � October 2008 to 31 October 2012 Digital strategy, plus other awesomeness online and in the streets!","male",,"","","undergraduate","management",""
"7aee069ae5648a7deb61e099ba9b7ff1",,,"male",,"","","","",""
"a16770f34bb559746c410ae32f026726","Providence High School Burbank, California","Commonground/MGS New York, New York","female",,"","","school","",""
"edebff45cee6430a1c1bd800d72ead47",,"Freelance photographer Photographer � September 2010 to present","male",,"","","","arts, design, entertainment, sports, and media",""
"2ac40f10c7071ee6961146933167ade4",,"Time Warner","female",,"","","","",""
"d1e7abdaec2a7037ac6c19adb1e8ba70",,,"male",,"","","","",""
"5f6584d4481b51cb3f01ad0ef2dbe924",,,"male",,"","","","",""
"fa91b06a305f38d1e9931d2640f26df3","Middle Tennessee State University Class of 2007 � Murfreesboro, Tennessee Clarksville High School Class of 2003 � Clarksville, Tennessee","Apple Inc. August 2014 to present � Los Angeles, California Beats Music Director, Partnerships � November 2012 to present Taylor Strategy Digital Strategist � May 2011 to November 2012 � New York, New York Sony Music Entertainment Manager, Mobile &amp; Digital Marketing at JIVE Records � June 2010 to May 2011 � New York, New York Sony Music Entertainment Digital Marketing / Release Planning at Epic Records � January 2009 to April 2010 � New York, New York Artists include: Alkaline Trio, Augustana, Ben Folds, Brandy, Chevelle, Cyndi Lauper, Editors, The Fashion, Franz Ferdinand, The Fray, Good Charlotte, Howie Day, Incubus, Jennifer Lopez, Judas Priest, Lamb of God, Lenka, Margot &amp; the Nuclear So-So&#039;s, Matisyahu, Michael Jackson, Modest Mouse, Mudvayne, Natasha Bedingfield, Nipsey Hussle, Nneka, Ozzy Osbourne, Sara Bareilles, The Script, Sean Kingston, Tenacious D, Vedera, White Tie Affair Warner Bros. Records In 2007 � Burbank, California Artists include: Against Me!, Armor For Sleep, Avenged Sevenfold, Michael Buble, Eisley, The Flaming Lips, Glassjaw, Goo Goo Dolls, Green Day, Josh Groban, Eric Hutchinson, HIM, Paris Hilton, Hot Hot Heat, Mike Jones, Josephine Collective, Jack&#039;s Mannequin, Jamie Kennedy, Linkin Park, Talib Kweli, Madonna, Meg &amp; Dia, Metallica, Kylie Minogue, Muse, My Chemical Romance, Red Hot Chili Peppers, R.E.M., Seal, The Spill Canvas, Regina Spektor, Taking Back Sunday, Serj Tankian, The Mars Volta, Ashley Tisdale, The Veronica&#039;s, The White Stripes Warner Bros. Records Sales &amp; Marketing � 2007 to 2008 � Nashville, Tennessee Artists include: Big &amp; Rich, Michelle Branch, Henry Cho, The Dirt Drifters, Whitney Duncan, Scott Dunn, Bill Engvall, Jeff Foxworthy, Gladys Hardy, Jessica Harp, Faith Hill, John Rich, Jason Jones, Lisa Lampanelli, Melissa Lawson, The Lucky Bucks, James Otto, Randy Travis, Blake Shelton, Katt Williams, The Wreckers","male",,"","","undergraduate","arts, design, entertainment, sports, and media",""
"796d3456b87d376f131fdaab7e405aa1",,"YARD Assistant Account Executive � April 2014 to present � New York, New York Donna Morgan Social Media/PR Coordinator � January 2014 to March 2014 � New York, New York BaubleBar Social Media Intern � August 2013 to December 2013 � New York, New York Syracuse University VPA Admissions Office Work Study � January 2010 to May 2012 � Syracuse, New York Office Assistant, Tour Guide, Student Blogger","female",,"","","","office and administrative support",""
"d5f2f663e39610706e33ee7eac80a575","Full Sail University Class of 2010 � MFAMD � MFAMD � Winter Park, Florida Syracuse University Class of 2005 � Communications Design � Syracuse, New York BFA Complutense University of Madrid Left in 2002 � Foreign Language-Spanish � Madrid, Spain Cheshire High School Class of 2001 � Cheshire, Connecticut","eBay Senior Interactive Designer � 3 March 2011 to 15 December 2011 Magento Senior Designer � March 2011 to December 2011 � Culver City, California Variety Freelance Graphic Designer/Art Director � September 2010 to November 2010 � Los Angeles, California, United States Encore Software Freelance Graphic Designer � June 2010 to August 2010 � El Segundo, California Harman International Freelance Graphic Designer � February 2010 to April 2010 � Northridge, California Catapult Marketing Freelance Graphic Designer � July 2009 to October 2009 � Los Angeles, California Lunchbox LLC Senior Graphic Designer � July 2008 to June 2009 � Culver City, California","female",,"","single","undergraduate","arts, design, entertainment, sports, and media",""
"9b6b727d970a0689cd559660cf403b17","CUNY School of Professional Studies Class of 2012 � Masters of Arts � Disability Studies Baruch College Class of 2009 � Psychology � Literature � New York, New York West Babylon Senior High School Class of 2003 � West Babylon, New York West Babylon HS Class of 2003 � West Babylon, New York","Women&#039;s Refugee Commission Disability Intern � 17 June 2013 to 7 October 2013 � New York, New York","male",,"","","college","",""
"e157d35f1d5c57a8015d8c9d6875429c",,,"female",,"","","","",""
"5b4b65c65ea39a1a978c2d227a16a12e",,,"male",,"","","","",""
"84b41e72edf7ec6fd968f8b6de6de3e1",,"Harrison and Star VP, Group Account Supervisor � January 2015 to present � New York, New York Harrison and Star Group Account Supervisor � October 2011 to January 2015 � New York, New York","female",,"","","","transportation and material moving",""
"17e2c6b457b07461f6a2d01fd910c1a2",,,"female",,"","","","",""
"d558cbfacba5d25f0b38bc7eeebe6fb2","Columbus College of Art and Design Class of 2010 � Photography � Writing � Photography on Facebook � Columbus, Ohio","Northside Media Group Photo Director � October 2014 to present � Brooklyn, New York The Daily Meal Photo Editor � 2011 to October 2014","",,"","","college","management",""
"27363f0db853d32a37a96eea1f5f0fee","Universit� de Montr�al 2014 to 2015 � Master Corporate Communication � Montreal, Quebec Universit� libre de Bruxelles Class of 2013 � Bachelier en Information et Communication � Uccle, Belgium",,"male",,"","","","",""
"6b33a5e2756ec0cd42ff70b7c68da438","Yale School of Architecture Class of 2008 � Architecture � New Haven, Connecticut Southern California Institute of Architecture 2003 to 2004 � Los Angeles, California Georgia Institute of Technology Class of 2002 � Electrical Engineering � Atlanta, Georgia Lassiter High School Class of 1997 � Marietta, Georgia","Everyday Industries Designer � Atlanta, Georgia","male",,"","","college","arts, design, entertainment, sports, and media",""
"e5f1614dbcd26e663dc5b29859df7a15",,,"female",,"","","","",""
"ab81d495de07c747321dcbd38e4dc433",,"City of New York Agency Attorney � November 2009 to present � New York, New York Employment/Labor Law, Administrative Law, Public Policy Shine by Patricia Gene Life Coach � March 2013 to March 2015 http://patriciagene.com","female",,"","","","legal",""
"2b729147df0490001f3f152cb60f8835",,,"male",,"","","","",""
"a8793d2c683e0092179fcb5626dac9c2","Fashion Institute of Technology Class of 2012 � FMM � New York, New York American University of Rome Class of 2011 � Rome, Italy Yonkers High School Class of 2008 � Yonkers, New York","Fuse Productions. Production Coordinator � May 2012 to present � New York, New York Sweater Production Company Esprit Sales Associate � November 2011 to April 2012 � New York, New York American Eagle Outfitters Sales Assoc. � April 2010 to November 2010 � New York, New York TJX Companies Childrens dep. � September 2007 to June 2008","female",,"","","undergraduate","education, training, and library",""
"29eec6292cdd39859df2f532d578c473",,,"male",,"","","","",""
"5ffb6c40f5dadd512d3a5bab1d68169f","Massachusetts Institute of Technology (MIT) Class of 2005 � Electrical Engineering and Computer Science � Comparative Media Studies � Cambridge, Massachusetts Lakewood High School Class of 2001 � Saint Petersburg, Florida Center for Advanced Technologies Class of 2001 � Saint Petersburg, Florida","Razorfish Technical Architect � May 2005 to present making websites for dollars ICARE","male",,"","in a relationship","college","arts, design, entertainment, sports, and media",""
"0b6bca7f3867f5e3cfd7c63fb6bc7822",,,"female",,"","","","",""
"0971dcf1e7703c4acf1587b8234ea3a8","Pompeu Fabra University International Relations � Barcelona, Spain University of Pittsburgh Class of 2007 � Communication � Pittsburgh, Pennsylvania Semester at Sea The World � Penang, Malaysia Lackawanna Trail Junior - Senior High School Factoryville, Pennsylvania","Rosewood Little Dix Bay October 2008 to present Rosewood Little Dix Bay Resort Sales Manager � October 2008 to present � New York, New York I have the best job in the world... selling paradise! The Carlyle, A Rosewood Hotel Guest Experience","female",,"","","undergraduate","management",""
"6d0be2d23d3537a017ae2d330a553b8f",,"Playboy Public Relations � 1969 to present Penthouse Librarian � 2000 to 2009 Pension Librarian","male",,"","","","management",""
"53844373238c3bfee06fd5f351b331d2",,,"female",,"","","","",""
"330022a58d1a8dbb541c023ec456cf88",,"Melissa de Mata Photographer � 2010 to present � San Francisco, California Portrait, fashion, and product photographer. Goorin Brothers Content &amp; Community Manager � 2011 to May 2014 � San Francisco, California","female",,"","married","","arts, design, entertainment, sports, and media",""
"636bb44b8e69056b2d550ed467a924be",,"RentShare Operations Manager � New York, New York","female",,"","","","management",""
"8e2e5dee047fd2763cb8305059f1da67",,"Damoclean Sword LLC Founder and Managing Partner � New York, New York Robert Patrick &amp; Company CFO/Partner � New York, New York","male",,"","","","",""
